12	11.25	11.89473684	12.27272727	10.1
12.95454545	10.8	11.21428571	12.19230769	10.2962963
5	12	6.5	10	9
16	12.66666667	11	10.33333333	10.6
7	13.5	12	12	9.666666667
13.92857143	9.714285714	12.07142857	12.73333333	10.8
10.81481481	11.28571429	11.20689655	11.08333333	10.76923077
14	15	12.25	6	10.5
12.48	11.88	10.64	10.76	11.56521739
12.375	11.22222222	11.11111111	12	11.16666667
12.87096774	11	11.53846154	11.65	11.64285714
12.14285714	10.60714286	11.81818182	10.59459459	12.11764706
13.8	11.75	12.44444444	12.71428571	9.571428571
9.909090909	10.63636364	12.07692308	11.45454545	11.69230769
14.33333333	10	8.4	10.2	13.875
12.08333333	11.25	11.84615385	12.53846154	10.21428571
14.76470588	9.705882353	12	10.17391304	11.15384615
12.13636364	10.5	11.20833333	11.08695652	11.09090909
12.8375	11.05	11.80487805	11.36585366	11.23255814
13.28571429	12.5625	11.78571429	12.33333333	11.41666667
14	11.43333333	11.0625	11.44736842	11.30769231
13.19834711	11.3125	11.20895522	11.15671642	11.49253731
7.921875	11.421875	11.28125	10.94791667	11.08333333
13.46666667	11.23333333	11	11.05714286	11.11904762
13.58730159	11.2406015	11.58273381	11.11347518	11.27659574
12.08854167	11.35416667	11.88020833	11.35416667	11.38020833
13.16666667	11.5	10.44444444	11.25925926	12.2962963
15.75	13	8.6	10.28571429	12.375
12.32653061	11.18	11.32142857	11.31372549	11.34693878
12.46296296	11.37735849	11.65625	11.33774834	11.13157895
13.0952381	11.19607843	11.33673469	11.73831776	11.15873016
11	9.5	12	10.25	11
5	13	8.5	17	11.8
12.47619048	10.30434783	10.90909091	12.125	10.28571429
13.875	10.75	11.44444444	10.81818182	11.57142857
13	12.05882353	10.06666667	12	12.40909091
5	10.5	9.4	10.75	13
12.42857143	11.11111111	10.14285714	11.88888889	10.46153846
11.5	11.375	13.44444444	9.4	12.14285714
15	11.33333333	11.5	11.6	13.6
13.07692308	11.65517241	11.19298246	10.875	11.78181818
12.68229167	11.48958333	11.32291667	11.21354167	11.18229167
12.75630252	11.046875	11.12857143	11.39230769	11.69852941
12.97894737	11.33333333	11.11979167	11.51041667	11.29166667
11.375	11.23958333	11.46875	11.44791667	11.59895833
12.58333333	11.125	11.42307692	11.48958333	11.421875
12.47552448	11.27857143	11.27338129	10.73964497	11.37234043
12.97014925	11.68055556	11.92207792	10.75903614	11.47826087
12.51612903	10.71875	11.44444444	10.81081081	10.68
5	5	11	11	10.33333333
13.65	10.52380952	10.91666667	11.36363636	10.39130435
11.64102564	12	10.9787234	11.09090909	12.71111111
12.52941176	11.05882353	10.5	12.2	10.04347826
13.77272727	11.31818182	11.31818182	11.44827586	11.4137931
5	9	5	9	12
12.57142857	11.33333333	9.571428571	10.14285714	12.22222222
12.33333333	11.88888889	10.77777778	11.11111111	12.44444444
5	6	12.5	8.666666667	10
13.33333333	11.2	12.1	11.3	12.5
11.3125	11.5	11.77777778	12.05263158	11.57894737
13.5	11.3	10.8	10.7	12.1
12.8125	11.23529412	12.29411765	11.11764706	12.33333333
14.35294118	11.05882353	11.70588235	11.52941176	9.823529412
13.28571429	11.68181818	10.63636364	11.22727273	11.59090909
9.666666667	9	9.5	12	11
12.28	10.68	11.96	11.4	11.12		
12.83333333	11.71428571	11.92307692	10.6	10.64705882
10.86666667	11.6	12.1875	11.29411765	10.88235294
12.88888889	10.84210526	11.21052632	10.9	11.9
10.83333333	14.33333333	11.5	11.71428571	11.72727273
14.6	10.6	8.4	10.66666667	11.125
11.53846154	10.15384615	10.30769231	12.9375	11.82352941
